,id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,job_satisfaction_rate
2105,862207,marketing,junior,medium,1,no,no,3,27600,0.28
2106,101081,sales,middle,low,2,no,no,4,28800,0.66
2107,524201,sales,senior,medium,4,no,no,3,43200,0.15
2108,796216,sales,middle,medium,9,no,no,5,33600,0.63
2109,864468,purchasing,junior,low,2,no,no,4,19200,0.85
2110,335499,sales,junior,medium,1,no,no,4,21600,0.42
2111,496187,hr,junior,medium,2,no,no,4,26400,0.81
2112,166426,technology,junior,low,1,no,no,4,22800,0.59
2113,872528,hr,middle,medium,6,yes,no,3,34800,0.68
2114,693887,sales,middle,medium,4,no,no,4,38400,0.6
2115,563977,sales,junior,medium,2,no,yes,3,21600,0.22
2116,150156,hr,middle,high,5,no,no,5,62400,0.79
2117,409882,purchasing,junior,low,1,no,no,4,15600,0.65
2118,910245,technology,middle,high,4,no,no,4,68400,0.67
2119,434152,marketing,middle,high,9,no,no,3,54000,0.3
2120,457817,technology,junior,medium,1,no,no,3,33600,0.31
2121,491294,sales,middle,medium,5,no,no,4,43200,0.87
2122,802065,technology,junior,medium,1,no,no,4,34800,0.65
2123,908861,marketing,middle,medium,1,yes,yes,4,46800,0.65
2124,637039,technology,junior,medium,1,no,no,3,26400,0.21
2125,524495,hr,middle,medium,2,no,no,2,43200,0.38
2126,186486,sales,senior,medium,6,no,yes,3,58800,0.19
2127,712316,hr,middle,medium,6,no,yes,4,45600,0.72
2128,604888,sales,junior,low,3,no,no,2,12000,0.4
2129,741994,sales,junior,low,1,no,no,5,15600,0.7
2130,333908,purchasing,middle,medium,5,no,yes,1,32400,0.11
2131,543727,technology,middle,low,7,no,no,4,28800,0.77
2132,619816,hr,middle,low,7,no,yes,2,30000,0.34
2133,773242,technology,junior,medium,1,no,no,1,26400,0.16
2134,204285,marketing,senior,medium,3,no,no,3,54000,0.18
2135,592681,sales,middle,low,5,no,no,4,19200,0.63
2136,517984,marketing,junior,medium,1,no,no,3,24000,0.13
2137,931294,marketing,middle,high,5,no,no,4,56400,0.71
2138,630054,purchasing,senior,medium,7,no,no,2,57600,0.54
2139,414253,sales,junior,low,1,no,no,3,18000,0.3
2140,377862,sales,junior,medium,2,no,no,3,20400,0.26
2141,799987,purchasing,senior,medium,5,no,no,5,48000,0.44
2142,853868,marketing,junior,low,1,no,yes,4,13200,0.54
2143,468641,purchasing,middle,medium,5,no,no,2,43200,0.48
2144,300618,hr,junior,medium,5,no,no,5,30000,0.78
2145,732263,sales,junior,low,1,no,yes,3,12000,0.09
2146,229741,sales,senior,high,2,no,no,5,79200,0.66
2147,343347,sales,junior,medium,1,no,no,1,20400,0.2
2148,312692,sales,middle,medium,7,no,yes,5,38400,0.72
2149,860238,sales,middle,high,3,no,no,3,56400,0.35
2150,893985,purchasing,junior,medium,2,no,no,5,25200,0.89
2151,189497,technology,junior,medium,2,no,yes,4,31200,0.66
2152,133283,sales,junior,medium,4,no,yes,3,25200,0.34
2153,485808,sales,junior,low,2,no,no,5,12000,0.63
2154,219560,technology,middle,medium,3,no,no,2,38400,0.14
2155,365876,technology,middle,low,5,no,no,4,22800,0.66
2156,471293,technology,junior,low,3,no,no,4,15600,0.68
2157,910310,hr,middle,medium,5,no,no,4,34800,0.7
2158,443649,sales,junior,medium,1,no,no,3,27600,0.36
2159,195833,purchasing,middle,high,2,no,no,3,54000,0.46
2160,792228,technology,junior,medium,1,no,yes,2,33600,0.1
2161,799715,marketing,middle,low,2,no,no,3,20400,0.16
2162,273551,technology,middle,low,4,no,no,4,22800,0.42
2163,921760,hr,middle,low,10,no,yes,3,24000,0.34
2164,580198,sales,junior,medium,1,no,no,3,21600,0.12
2165,926934,marketing,junior,medium,1,no,no,4,32400,0.73
2166,862918,sales,junior,medium,2,no,no,4,25200,0.78
2167,378692,sales,junior,low,2,no,yes,1,12000,0.2
2168,365332,technology,middle,low,7,no,no,4,28800,0.81
2169,378257,technology,junior,high,2,no,yes,4,43200,0.73
2170,843983,hr,junior,high,2,no,no,4,37200,0.77
2171,137673,sales,middle,low,2,no,no,4,28800,0.68
2172,343324,sales,middle,medium,4,no,no,3,33600,0.22
2173,347657,hr,junior,low,2,no,no,4,13200,0.64
2174,875501,purchasing,middle,medium,6,yes,no,4,34800,0.83
2175,688033,hr,middle,low,5,no,no,4,25200,0.8
2176,230674,sales,middle,low,7,no,no,4,24000,0.82
2177,175877,technology,middle,high,3,no,no,4,63600,0.72
2178,156430,sales,middle,low,3,no,yes,5,19200,0.35
2179,161033,technology,middle,medium,3,no,no,4,50400,0.6
2180,797165,sales,middle,low,5,no,no,4,24000,0.77
2181,368445,hr,junior,medium,2,no,no,4,31200,0.85
2182,760562,marketing,junior,medium,2,no,no,3,24000,0.37
2183,445808,sales,junior,medium,1,no,no,3,25200,0.29
2184,598749,purchasing,junior,medium,2,no,no,3,27600,0.58
2185,891319,sales,middle,medium,1,no,no,3,42000,0.26
2186,952596,marketing,senior,medium,6,no,no,3,62400,0.31
2187,182982,sales,junior,medium,1,no,no,1,26400,0.28
2188,270919,hr,middle,low,8,no,no,4,25200,0.8
2189,794361,hr,senior,medium,5,yes,no,3,51600,0.44
2190,530874,sales,junior,high,1,no,no,4,31200,0.69
2191,526471,hr,middle,high,5,no,no,1,58800,0.45
2192,328650,marketing,middle,medium,4,no,no,3,44400,0.35
2193,290009,sales,middle,medium,7,no,no,1,31200,0.36
2194,972764,sales,middle,low,3,no,no,5,30000,0.68
2195,188866,sales,junior,medium,2,no,no,2,20400,0.4
2196,381145,sales,senior,medium,8,no,no,4,58800,0.76
2197,980567,technology,middle,medium,5,no,no,5,45600,0.77
2198,904495,hr,junior,medium,1,no,no,4,22800,0.57
2199,111346,purchasing,senior,high,1,no,no,4,79200,0.64
2200,608119,marketing,middle,medium,10,no,yes,3,36000,0.11
2201,344416,purchasing,junior,medium,1,no,yes,4,28800,0.55
2202,754485,sales,middle,high,6,no,no,5,48000,0.67
2203,575551,marketing,middle,medium,10,no,no,4,40800,0.93
2204,571460,technology,middle,medium,6,yes,no,2,38400,0.57
2205,142694,hr,junior,low,2,no,no,3,16800,0.47
2206,956678,sales,junior,medium,1,no,no,3,20400,0.18
2207,721231,sales,junior,medium,1,no,no,4,25200,0.65
2208,690132,hr,senior,high,9,yes,no,5,70800,0.76
2209,183213,sales,middle,low,5,no,no,5,24000,0.84
2210,349561,sales,middle,high,7,no,no,3,50400,0.31
2211,904873,purchasing,middle,medium,5,no,no,4,44400,0.87
2212,509696,technology,middle,low,5,no,no,3,33600,0.5
2213,301414,sales,senior,high,5,no,no,3,64800,0.16
2214,299904,technology,junior,medium,4,no,no,4,31200,0.76
2215,725144,purchasing,junior,medium,1,no,no,5,26400,0.68
2216,117865,technology,junior,medium,2,no,no,4,31200,0.78
2217,275595,purchasing,middle,low,4,no,no,5,28800,0.65
2218,428031,technology,senior,low,5,no,no,4,39600,0.62
2219,975893,purchasing,junior,low,3,no,no,4,13200,0.6
2220,838799,technology,senior,medium,6,no,no,2,52800,0.12
2221,575025,technology,middle,high,7,no,no,4,69600,0.85
2222,161706,technology,middle,high,8,no,no,5,58800,0.73
2223,647808,marketing,junior,low,1,no,no,3,16800,0.46
2224,623289,purchasing,junior,high,2,no,no,3,37200,0.56
2225,138868,hr,junior,medium,3,no,no,3,26400,0.48
2226,103838,marketing,junior,medium,2,no,no,5,24000,0.73
2227,331907,sales,middle,high,3,no,yes,3,45600,0.07
2228,337955,marketing,junior,low,3,no,no,4,18000,0.81
2229,364917,hr,junior,medium,2,no,no,4,22800,0.65
2230,605208,purchasing,junior,low,1,no,no,5,15600,0.62
2231,613980,purchasing,junior,low,1,no,no,2,12000,0.16
2232,255774,sales,junior,low,1,no,no,4,12000,0.57
2233,463482,sales,junior,high,4,no,no,4,38400,0.8
2234,673720,hr,junior,medium,1,no,no,3,26400,0.34
2235,470734,hr,senior,low,5,no,no,4,39600,0.8
2236,608631,purchasing,middle,high,7,no,no,4,54000,0.82
2237,311272,technology,senior,low,5,no,no,3,38400,0.18
2238,433341,sales,junior,low,2,no,no,3,12000,0.33
2239,472330,sales,middle,medium,2,no,no,4,33600,0.52
2240,108060,sales,junior,medium,2,no,no,4,21600,0.69
2241,451730,marketing,middle,medium,9,no,no,4,46800,0.76
2242,730499,hr,junior,medium,5,no,no,4,30000,0.78
2243,971809,sales,junior,medium,1,no,no,3,24000,0.31
2244,811000,hr,junior,medium,1,no,no,3,25200,0.15
2245,123843,sales,junior,medium,1,no,yes,3,20400,0.09
2246,730787,hr,junior,medium,4,no,no,5,22800,0.68
2247,852635,purchasing,junior,medium,1,no,yes,2,27600,0.11
2248,881760,marketing,senior,high,6,no,no,4,84000,0.75
2249,695534,marketing,junior,medium,3,no,no,2,22800,0.37
2250,429984,sales,junior,medium,3,no,no,4,21600,0.62
2251,929105,purchasing,junior,medium,1,no,no,4,28800,0.62
2252,261724,purchasing,middle,low,1,no,no,3,24000,0.3
2253,813663,purchasing,junior,medium,2,no,no,4,28800,0.75
2254,299141,marketing,junior,medium,1,no,no,4,27600,0.6
2255,880136,technology,middle,high,1,no,no,4,63600,0.65
2256,339982,technology,junior,medium,4,no,yes,3,30000,0.23
2257,616299,purchasing,junior,medium,2,no,no,4,26400,0.81
2258,960601,purchasing,junior,low,2,no,no,5,16800,0.84
2259,248494,sales,senior,medium,7,no,yes,3,44400,0.24
2260,508004,sales,junior,high,4,no,no,3,37200,0.66
2261,667389,sales,junior,medium,1,no,no,1,24000,0.37
2262,347571,sales,junior,low,1,no,no,4,15600,0.69
2263,823603,hr,junior,medium,3,no,no,4,30000,0.75
2264,498875,purchasing,middle,medium,4,no,no,4,44400,0.65
2265,634926,sales,junior,medium,2,no,no,3,24000,0.56
2266,298646,sales,middle,medium,4,no,no,5,33600,0.48
2267,395242,technology,junior,low,2,no,no,4,22800,0.88
2268,814338,marketing,junior,medium,2,no,no,4,24000,0.6
2269,841715,marketing,middle,high,3,no,no,2,55200,0.15
2270,576725,sales,junior,medium,2,no,no,4,21600,0.63
2271,364233,marketing,middle,medium,3,no,no,4,37200,0.51
2272,567925,technology,middle,medium,9,no,no,4,50400,0.95
2273,749514,sales,junior,high,1,no,no,4,38400,0.78
2274,952321,technology,middle,medium,2,no,no,3,39600,0.21
2275,923776,hr,junior,medium,2,no,no,3,22800,0.38
2276,381518,hr,junior,low,2,no,no,4,13200,0.61
2277,441205,technology,middle,high,7,no,no,4,68400,0.8
2278,541317,marketing,junior,medium,1,no,no,4,27600,0.62
2279,577636,marketing,middle,high,3,no,no,4,52800,0.5
2280,791948,purchasing,middle,low,3,no,no,5,30000,0.74
2281,698475,sales,junior,low,2,no,no,4,19200,0.93
2282,197236,technology,junior,medium,2,no,no,4,26400,0.67
2283,535865,marketing,junior,low,1,no,no,4,18000,0.88
2284,722208,marketing,senior,high,3,no,yes,4,70800,0.32
2285,849565,technology,junior,high,2,no,no,4,46800,0.79
2286,856812,purchasing,middle,medium,3,yes,no,3,43200,0.63
2287,994677,purchasing,middle,low,6,no,no,4,28800,0.78
2288,940693,sales,junior,medium,1,no,no,3,24000,0.37
2289,855709,technology,junior,low,1,no,no,4,22800,0.65
2290,902323,marketing,middle,medium,5,no,yes,4,42000,0.72
2291,473441,marketing,middle,high,8,no,no,3,61200,0.42
2292,703660,sales,junior,medium,1,no,no,5,21600,0.56
2293,450317,hr,senior,low,5,no,no,4,26400,0.69
2294,492046,purchasing,junior,medium,2,no,no,5,30000,0.77
2295,273250,purchasing,middle,medium,2,no,yes,3,34800,0.12
2296,205993,sales,middle,low,6,no,no,4,24000,0.76
2297,902470,sales,middle,high,5,yes,no,4,49200,0.8
2298,993618,purchasing,middle,high,4,no,no,4,58800,0.67
2299,570941,technology,middle,medium,3,no,no,5,45600,0.7
2300,988058,technology,junior,low,1,no,no,2,18000,0.21
2301,749842,sales,middle,low,6,no,yes,3,22800,0.17
2302,818390,technology,junior,medium,3,no,no,2,30000,0.37
2303,289912,purchasing,junior,medium,1,no,no,3,21600,0.2
2304,525451,purchasing,junior,medium,3,no,no,5,30000,0.86
2305,657183,technology,senior,low,5,no,yes,1,45600,0.22
2306,271891,sales,middle,high,5,no,no,4,52800,0.82
2307,910409,sales,middle,high,4,no,no,4,58800,0.61
2308,882476,hr,junior,medium,2,no,no,4,22800,0.62
2309,642711,marketing,middle,low,5,no,no,3,20400,0.22
2310,222721,technology,middle,low,4,no,no,1,32400,0.33
2311,413602,technology,middle,medium,2,no,yes,2,50400,0.23
2312,945575,sales,junior,low,3,no,no,1,14400,0.25
2313,207683,sales,middle,low,6,no,no,5,24000,0.86
2314,739588,marketing,junior,medium,2,no,no,5,24000,0.61
2315,926370,purchasing,middle,medium,4,no,no,2,33600,0.17
2316,613116,marketing,middle,medium,4,no,no,3,45600,0.35
2317,418678,hr,junior,medium,1,no,no,3,22800,0.12
2318,682984,marketing,junior,low,3,no,no,5,14400,0.65
2319,246584,sales,junior,low,1,no,no,2,12000,0.1
2320,258712,purchasing,middle,low,2,no,no,3,24000,0.4
2321,405788,hr,junior,low,2,no,no,5,20400,0.79
2322,530873,technology,junior,medium,3,no,no,4,31200,0.81
2323,301108,technology,middle,low,6,no,no,3,21600,0.31
2324,931198,purchasing,middle,low,8,no,no,3,28800,0.54
2325,578377,sales,middle,low,5,no,no,5,24000,0.77
2326,359832,sales,junior,medium,2,no,no,3,24000,0.57
2327,226043,marketing,senior,medium,2,no,no,1,46800,0.12
2328,740518,sales,middle,low,2,no,yes,2,22800,0.06
2329,514468,sales,junior,medium,2,no,no,5,21600,0.68
2330,863110,sales,junior,high,2,no,no,4,37200,0.93
2331,821394,sales,junior,medium,2,no,yes,3,27600,0.37
2332,863376,technology,junior,low,1,no,no,4,19200,0.64
2333,362545,technology,junior,low,2,no,yes,4,19200,0.7
2334,965550,marketing,middle,medium,2,no,yes,4,36000,0.36
2335,374761,sales,junior,low,1,no,no,5,12000,0.58
2336,632193,marketing,junior,medium,3,no,yes,3,27600,0.3
2337,268851,sales,junior,medium,5,no,no,4,25200,0.76
2338,141155,marketing,middle,high,4,no,no,3,60000,0.41
2339,533838,sales,junior,medium,2,no,no,4,25200,0.96
2340,788701,technology,junior,medium,2,no,no,3,26400,0.4
2341,755881,sales,middle,low,2,no,no,4,24000,0.7
2342,936923,purchasing,senior,low,8,no,no,5,26400,0.72
2343,567971,sales,junior,medium,2,no,no,3,21600,0.29
2344,807740,sales,middle,medium,3,no,no,3,42000,0.35
2345,195513,hr,junior,medium,3,no,no,3,26400,0.5
2346,875743,purchasing,junior,medium,1,no,no,5,22800,0.42
2347,217379,sales,middle,high,3,no,no,4,58800,0.64
2348,267391,sales,middle,low,7,no,no,4,19200,0.67
2349,417634,sales,junior,low,1,no,no,5,15600,0.7
2350,210520,sales,middle,high,8,no,no,5,58800,0.89
2351,315828,marketing,junior,low,1,no,no,3,13200,0.31
2352,144988,purchasing,middle,medium,2,no,no,4,33600,0.58
2353,527570,marketing,junior,low,3,no,no,4,16800,0.95
2354,645783,sales,junior,medium,1,no,no,4,24000,0.63
2355,885319,technology,junior,medium,1,no,no,3,30000,0.12
2356,461653,technology,junior,medium,2,no,no,4,31200,0.8
2357,398106,sales,middle,high,3,no,no,4,48000,0.42
2358,711636,sales,junior,medium,1,no,no,4,27600,0.66
2359,246174,purchasing,junior,medium,5,no,yes,5,28800,0.66
2360,532872,purchasing,middle,medium,5,no,no,3,38400,0.66
2361,507549,sales,junior,low,1,no,no,4,12000,0.43
2362,535969,hr,junior,medium,2,no,no,4,31200,0.88
2363,146762,sales,middle,high,1,no,no,3,51600,0.12
2364,453027,technology,middle,high,8,no,no,3,67200,0.72
2365,846112,marketing,junior,medium,1,no,no,3,24000,0.19
2366,517953,technology,middle,medium,5,no,no,4,51600,0.76
2367,969459,purchasing,junior,medium,1,no,no,4,25200,0.71
2368,744611,purchasing,middle,low,9,no,no,3,24000,0.53
2369,192549,technology,junior,low,1,no,yes,4,15600,0.35
2370,534435,technology,middle,low,7,no,no,2,27600,0.34
2371,233862,sales,junior,low,1,no,no,3,18000,0.38
2372,854947,marketing,senior,medium,7,no,no,4,48000,0.71
2373,516192,purchasing,middle,medium,3,no,no,4,39600,0.66
2374,264170,sales,junior,medium,1,no,no,4,27600,0.7
2375,943005,sales,junior,medium,2,no,no,2,21600,0.38
2376,973677,technology,junior,medium,1,no,no,3,30000,0.13
2377,151062,purchasing,middle,medium,8,no,no,5,34800,0.72
2378,615511,purchasing,middle,medium,5,no,no,5,36000,0.72
2379,608617,technology,junior,medium,3,no,no,5,31200,0.79
2380,525141,sales,middle,high,5,no,no,5,57600,0.82
2381,580805,technology,junior,medium,2,no,no,5,31200,0.85
2382,344934,purchasing,middle,medium,2,no,no,2,37200,0.23
2383,753016,sales,middle,high,3,no,no,3,52800,0.4
2384,219924,marketing,junior,low,2,no,no,4,21600,0.82
2385,131242,technology,junior,medium,1,no,no,4,26400,0.49
2386,557612,marketing,middle,medium,7,no,no,3,40800,0.42
2387,723966,purchasing,middle,high,9,no,no,3,58800,0.64
2388,109612,sales,junior,low,2,no,no,3,18000,0.52
2389,841011,sales,senior,high,10,no,yes,3,63600,0.24
2390,792319,marketing,junior,low,2,no,no,4,21600,0.78
2391,624618,technology,junior,low,3,no,no,3,14400,0.37
2392,827088,sales,senior,high,10,no,no,2,70800,0.48
2393,363908,sales,middle,high,8,no,no,3,50400,0.37
2394,788840,technology,junior,low,2,no,no,2,14400,0.28
2395,262487,sales,junior,high,1,no,no,3,33600,0.61
2396,823668,technology,middle,high,9,no,no,2,55200,0.37
2397,306040,sales,junior,medium,1,no,no,3,26400,0.33
2398,531312,hr,junior,low,1,no,no,4,20400,0.7
2399,557010,sales,junior,high,1,no,no,3,36000,0.71
2400,158592,hr,middle,medium,2,no,no,3,43200,0.5
2401,489378,sales,middle,low,4,yes,no,5,28800,0.76
2402,152175,technology,middle,high,5,yes,no,4,63600,0.98
2403,441941,sales,middle,medium,3,no,no,3,42000,0.35
2404,210149,technology,junior,medium,1,no,no,4,31200,0.66
2405,919855,sales,middle,medium,7,no,no,4,43200,0.79
2406,486438,marketing,junior,medium,1,no,yes,5,27600,0.46
2407,937292,sales,middle,medium,5,no,no,4,44400,0.96
2408,910878,technology,middle,medium,6,no,no,5,40800,0.66
2409,380313,purchasing,middle,medium,4,no,no,4,33600,0.52
2410,611256,sales,junior,low,3,no,no,3,18000,0.56
2411,432413,purchasing,junior,medium,2,no,no,5,22800,0.61
2412,342590,hr,middle,high,5,yes,no,4,51600,0.75
2413,557715,sales,junior,high,2,no,no,3,36000,0.69
2414,647941,hr,senior,medium,5,no,no,4,46800,0.61
2415,808321,technology,middle,low,4,no,no,4,22800,0.54
2416,439448,sales,junior,high,1,no,yes,2,33600,0.4
2417,272243,marketing,middle,medium,4,yes,no,3,40800,0.52
2418,974235,sales,junior,medium,3,no,yes,4,25200,0.71
2419,853389,technology,middle,medium,8,no,no,2,50400,0.56
2420,228275,sales,junior,medium,1,no,no,5,27600,0.71
2421,558143,marketing,middle,high,3,no,no,4,57600,0.69
2422,649604,sales,junior,low,4,no,no,4,12000,0.74
2423,652094,marketing,middle,high,5,no,no,4,51600,0.63
2424,592864,hr,middle,medium,5,yes,no,3,39600,0.71
2425,970792,purchasing,middle,medium,2,no,yes,3,44400,0.33
2426,221929,hr,junior,low,2,no,no,4,20400,0.92
2427,739569,purchasing,junior,low,2,no,no,3,12000,0.41
2428,461295,sales,middle,high,3,no,yes,3,45600,0.08
2429,722664,technology,senior,high,8,no,no,2,85200,0.35
2430,501243,hr,senior,high,8,no,no,4,81600,0.83
2431,152105,purchasing,junior,medium,1,no,no,3,27600,0.41
2432,957006,technology,junior,medium,1,no,no,3,26400,0.23
2433,463005,sales,junior,low,2,no,no,2,18000,0.58
2434,542664,purchasing,junior,high,2,no,no,5,39600,0.89
2435,649514,sales,senior,high,7,no,no,5,79200,0.8
2436,251641,marketing,senior,medium,4,no,yes,3,55200,0.24
2437,521865,marketing,junior,medium,1,no,no,4,31200,0.65
2438,509837,sales,junior,medium,2,no,no,2,24000,0.42
2439,134628,purchasing,middle,high,5,no,no,4,49200,0.68
2440,167678,technology,middle,low,5,no,no,5,28800,0.79
2441,701614,technology,middle,medium,2,no,no,3,38400,0.19
2442,350811,technology,middle,medium,5,no,no,4,40800,0.66
2443,158829,technology,middle,medium,4,no,no,3,43200,0.18
2444,587352,purchasing,middle,medium,8,no,no,4,44400,0.77
2445,497012,technology,junior,medium,2,no,no,4,27600,0.68
2446,751835,sales,middle,medium,1,no,no,2,42000,0.27
2447,591655,technology,junior,medium,2,no,yes,2,30000,0.18
2448,847433,hr,junior,medium,2,no,no,4,24000,0.65
2449,691340,sales,middle,high,4,no,no,3,55200,0.35
2450,513090,purchasing,middle,low,7,no,no,3,18000,0.41
2451,905162,purchasing,senior,high,5,no,no,5,68400,0.55
2452,692786,sales,middle,high,6,no,no,4,52800,0.85
2453,400435,sales,junior,medium,2,no,no,1,24000,0.42
2454,281250,technology,middle,medium,1,no,no,5,52800,0.59
2455,751395,technology,junior,low,2,no,no,4,19200,0.88
2456,551871,sales,junior,medium,1,no,no,3,26400,0.41
2457,380495,marketing,middle,medium,5,no,yes,4,36000,0.53
2458,205842,purchasing,junior,medium,1,no,no,4,28800,0.72
2459,739337,sales,middle,medium,6,no,no,4,33600,0.63
2460,995866,marketing,middle,low,6,no,no,1,30000,0.53
2461,913388,sales,junior,medium,1,no,no,1,26400,0.32
2462,369677,hr,junior,low,1,no,no,3,15600,0.1
2463,696863,technology,middle,medium,4,no,no,3,50400,0.35
2464,695823,technology,middle,medium,6,no,no,4,40800,0.65
2465,437031,sales,middle,medium,2,no,yes,4,43200,0.56
2466,845881,hr,middle,low,5,no,yes,3,19200,0.34
2467,972079,sales,middle,low,1,no,no,2,27600,0.25
2468,588429,hr,middle,medium,6,no,yes,2,39600,0.18
2469,771794,technology,senior,high,5,no,yes,1,91200,0.24
2470,239303,sales,junior,medium,2,no,no,5,21600,0.66
2471,396739,purchasing,junior,medium,3,no,no,5,25200,0.8
2472,412189,sales,middle,medium,6,no,no,4,33600,0.68
2473,174115,sales,middle,medium,7,no,no,4,33600,0.62
2474,729521,sales,junior,high,1,no,no,3,36000,0.64
2475,611634,technology,junior,medium,1,no,no,3,30000,0.18
2476,618376,technology,senior,medium,10,no,no,5,64800,0.78
2477,406751,marketing,junior,medium,2,no,no,5,25200,0.69
2478,815300,sales,junior,medium,1,no,no,5,22800,0.57
2479,514334,sales,middle,medium,8,no,no,2,42000,0.45
2480,733185,sales,middle,medium,5,no,yes,4,43200,0.69
2481,961850,purchasing,junior,medium,4,no,no,4,21600,0.6
2482,611854,sales,middle,medium,6,no,no,4,43200,0.8
2483,790720,purchasing,middle,medium,7,no,no,3,43200,0.59
2484,296197,technology,junior,high,2,no,no,3,46800,0.57
2485,783621,purchasing,junior,medium,4,no,no,4,22800,0.59
2486,693977,technology,junior,low,4,no,no,2,18000,0.37
2487,420854,hr,middle,low,6,no,no,4,25200,0.78
2488,367770,technology,senior,medium,10,no,no,4,62400,0.65
2489,414732,sales,junior,medium,2,no,no,3,24000,0.44
2490,513517,sales,middle,low,4,no,no,4,19200,0.42
2491,204364,sales,middle,low,7,no,no,4,19200,0.73
2492,483631,sales,junior,medium,2,no,yes,3,21600,0.24
2493,972085,marketing,senior,medium,9,yes,no,3,46800,0.55
2494,555811,hr,middle,high,2,no,yes,3,49200,0.22
2495,919106,technology,middle,medium,4,no,no,2,50400,0.41
2496,482994,sales,middle,high,4,no,no,3,50400,0.1
2497,307202,technology,junior,medium,2,no,no,4,36000,0.83
2498,561409,sales,junior,medium,4,no,yes,1,24000,0.39
2499,156100,technology,junior,medium,1,no,yes,2,26400,0.08
2500,611912,marketing,middle,medium,7,no,no,3,42000,0.48
2501,226975,hr,junior,medium,2,no,yes,1,22800,0.17
2502,322863,technology,senior,medium,6,no,no,3,60000,0.19
2503,907801,sales,middle,low,1,no,yes,2,27600,0.2
2504,538315,sales,middle,medium,7,no,no,4,38400,0.89
2505,188672,marketing,middle,high,6,no,no,4,63600,0.77
2506,124949,sales,junior,medium,1,no,no,2,27600,0.27
2507,498057,hr,junior,high,1,no,no,3,33600,0.15
2508,489776,technology,junior,low,2,no,no,3,19200,0.46
2509,478137,technology,junior,low,4,no,no,3,21600,0.49
2510,727761,technology,junior,medium,3,no,no,2,25200,0.38
2511,909169,technology,middle,medium,8,no,no,4,39600,0.65
2512,456088,marketing,junior,medium,1,no,no,3,27600,0.28
2513,455313,technology,junior,medium,2,no,no,1,33600,0.42
2514,210347,sales,junior,medium,2,no,no,3,20400,0.36
2515,976865,sales,junior,low,4,no,no,4,12000,0.64
2516,940108,sales,junior,medium,3,no,no,4,21600,0.69
2517,493488,sales,middle,low,5,no,no,4,19200,0.6
2518,544113,sales,junior,low,2,no,no,5,18000,0.77
2519,809793,sales,junior,medium,1,no,no,3,27600,0.32
2520,183382,sales,junior,medium,1,no,no,2,20400,0.21
2521,585601,technology,middle,high,2,no,no,4,68400,0.73
2522,998838,sales,,medium,1,no,no,5,27600,0.71
2523,355337,purchasing,junior,medium,2,no,no,4,22800,0.66
2524,469761,sales,middle,medium,8,no,no,5,38400,0.89
2525,293015,sales,middle,medium,7,no,no,3,33600,0.39
2526,257457,marketing,junior,low,1,no,no,1,13200,0.32
2527,343978,sales,middle,medium,6,no,no,4,38400,0.75
2528,585540,sales,senior,medium,5,no,no,3,44400,0.12
2529,229021,marketing,middle,medium,4,no,no,3,36000,0.21
2530,984692,marketing,junior,low,1,no,yes,3,20400,0.38
2531,128697,marketing,junior,low,1,no,no,2,20400,0.54
2532,888058,sales,middle,low,7,no,no,4,19200,0.64
2533,381105,purchasing,junior,medium,1,no,no,4,22800,0.47
2534,919680,sales,junior,medium,3,no,no,3,27600,0.49
2535,589750,sales,middle,high,1,no,no,5,52800,0.7
2536,262214,technology,junior,medium,2,no,no,3,26400,0.38
2537,987223,technology,junior,medium,2,no,no,2,33600,0.58
2538,740960,purchasing,junior,medium,3,no,no,5,22800,0.63
2539,932341,purchasing,middle,medium,2,no,no,3,42000,0.54
2540,580721,technology,middle,low,4,no,no,4,22800,0.53
2541,695214,purchasing,middle,low,5,no,yes,3,24000,0.31
2542,730731,marketing,middle,high,4,no,no,2,50400,0.22
2543,967124,sales,middle,medium,3,no,no,4,43200,0.65
2544,651659,technology,junior,high,5,no,no,4,46800,0.82
2545,166890,purchasing,junior,medium,1,no,yes,3,28800,0.17
2546,397100,hr,junior,medium,2,no,yes,4,30000,0.6
2547,835623,sales,middle,medium,6,no,no,4,38400,0.82
2548,108126,marketing,senior,low,8,no,yes,3,26400,0.14
2549,679073,sales,senior,medium,4,no,no,3,51600,0.28
2550,198011,purchasing,junior,medium,3,no,no,4,22800,0.68
2551,873650,technology,junior,high,2,no,no,4,46800,0.78
2552,807400,technology,junior,low,2,no,no,4,22800,0.85
2553,497159,marketing,junior,medium,2,no,no,3,26400,0.27
2554,714265,purchasing,junior,low,3,no,no,3,15600,0.53
2555,113956,purchasing,junior,high,1,no,no,4,32400,0.43
2556,859008,technology,middle,medium,7,no,no,5,52800,0.8
2557,860694,technology,middle,medium,2,no,no,3,39600,0.21
2558,633442,sales,junior,low,1,no,no,4,12000,0.52
2559,832641,sales,senior,medium,2,no,no,4,58800,0.6
2560,551585,hr,junior,medium,1,no,no,5,26400,0.67
2561,936723,sales,middle,medium,2,no,no,3,33600,0.12
2562,230341,hr,middle,high,3,no,no,5,51600,0.49
2563,207346,marketing,junior,medium,3,no,no,3,26400,0.36
2564,871277,purchasing,middle,medium,3,no,no,4,34800,0.5
2565,511526,purchasing,middle,low,6,no,no,4,19200,0.71
2566,256645,hr,junior,medium,3,no,no,4,30000,0.8
