,id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,quit
1938,579412,purchasing,junior,medium,2,no,no,2,25200,no
1939,441560,technology,senior,high,9,no,no,4,79200,no
1940,440244,sales,middle,high,1,no,no,4,52800,no
1941,643169,technology,middle,medium,6,no,no,4,50400,no
1942,162475,sales,middle,medium,5,no,no,4,33600,no
1943,636380,marketing,middle,low,4,no,no,3,25200,no
1944,774287,technology,junior,medium,3,no,no,2,33600,no
1945,269394,technology,middle,low,10,no,no,4,22800,no
1946,167094,sales,middle,high,4,no,no,5,48000,no
1947,410904,sales,junior,low,2,no,no,3,14400,yes
1948,518714,technology,junior,high,4,no,no,3,44400,no
1949,418410,sales,junior,low,2,no,no,4,15600,no
1950,871812,technology,middle,high,8,no,no,4,69600,no
1951,286289,hr,junior,low,2,no,no,3,13200,yes
1952,911136,technology,middle,high,5,no,no,3,66000,no
1953,358055,technology,junior,medium,1,no,no,4,26400,no
1954,541688,sales,middle,high,5,no,no,4,49200,no
1955,970707,sales,middle,medium,6,no,no,4,38400,no
1956,604671,sales,middle,high,3,no,no,3,55200,no
1957,516688,technology,middle,medium,7,no,no,4,40800,yes
1958,640639,purchasing,junior,medium,1,no,no,4,26400,no
1959,557002,sales,middle,medium,8,no,no,4,43200,no
1960,386998,technology,middle,medium,6,no,no,4,45600,no
1961,331661,technology,junior,medium,1,no,yes,3,30000,yes
1962,828767,technology,middle,medium,3,no,no,5,52800,no
1963,435964,sales,middle,low,9,no,yes,1,18000,no
1964,821189,technology,junior,medium,1,no,no,3,33600,yes
1965,926200,purchasing,junior,low,4,no,no,4,13200,no
1966,306000,purchasing,senior,high,2,no,no,4,79200,no
1967,715649,technology,middle,high,2,no,no,5,63600,no
1968,438459,sales,junior,medium,4,no,no,3,24000,no
1969,891641,sales,junior,medium,1,no,no,5,25200,no
1970,305276,technology,middle,high,5,no,no,4,69600,no
1971,942825,purchasing,junior,medium,1,no,no,5,26400,no
1972,540950,hr,middle,high,5,no,no,3,52800,no
1973,372380,sales,senior,medium,8,no,yes,2,43200,no
1974,320419,marketing,junior,medium,1,no,no,2,30000,no
1975,964267,sales,junior,medium,3,no,no,3,20400,no
1976,458996,technology,middle,high,5,no,no,4,62400,no
1977,924491,technology,middle,low,5,no,no,5,22800,no
1978,721639,technology,junior,low,1,no,no,3,21600,yes
1979,244265,purchasing,middle,medium,3,no,no,1,37200,no
1980,214206,sales,junior,low,4,no,yes,3,14400,yes
1981,746909,sales,senior,high,5,yes,no,4,79200,no
1982,981420,technology,middle,medium,5,yes,no,4,45600,no
1983,595184,marketing,senior,medium,9,no,no,4,55200,no
1984,933103,technology,junior,high,2,no,no,2,45600,yes
1985,902806,sales,junior,medium,2,no,yes,5,25200,no
1986,413474,technology,middle,high,2,no,no,4,63600,no
1987,139606,sales,junior,low,1,no,no,4,12000,no
1988,205699,sales,junior,medium,1,no,no,2,24000,yes
1989,324098,sales,junior,medium,5,no,no,4,21600,no
1990,781494,technology,junior,low,2,no,no,3,14400,yes
1991,107777,hr,middle,low,7,no,no,3,25200,no
1992,308012,technology,junior,low,1,no,no,4,15600,yes
1993,916263,marketing,junior,medium,3,no,no,4,32400,no
1994,824847,marketing,junior,medium,1,no,no,3,24000,yes
1995,803609,purchasing,junior,low,2,no,no,3,15600,yes
1996,214598,sales,middle,medium,7,no,no,4,38400,no
1997,237756,technology,junior,medium,1,no,no,4,34800,no
1998,575358,technology,junior,medium,1,no,no,4,31200,no
1999,139600,sales,junior,low,1,no,no,2,18000,yes
2000,806388,marketing,junior,medium,1,no,no,4,28800,no
2001,756950,hr,middle,low,2,no,no,3,24000,yes
2002,340844,marketing,middle,medium,4,no,no,4,46800,no
2003,769171,sales,middle,high,7,no,no,4,52800,no
2004,769975,hr,middle,high,3,no,no,3,50400,no
2005,273848,technology,middle,low,2,no,no,5,27600,yes
2006,973416,technology,junior,medium,1,no,no,4,31200,no
2007,389065,technology,junior,low,1,no,no,4,24000,yes
2008,853089,hr,junior,medium,1,no,no,5,26400,no
2009,932402,technology,junior,medium,3,no,no,2,26400,yes
2010,254532,sales,middle,medium,4,no,no,4,38400,no
2011,134324,marketing,junior,high,2,no,no,3,38400,yes
2012,157036,sales,middle,low,7,no,yes,4,19200,no
2013,103495,sales,middle,medium,4,no,no,3,32400,no
2014,491643,marketing,junior,high,2,no,no,4,36000,no
2015,543276,purchasing,middle,low,3,no,yes,4,19200,yes
2016,406071,sales,junior,low,2,no,yes,4,18000,yes
2017,842628,marketing,junior,low,1,no,no,4,21600,no
2018,915548,technology,junior,medium,1,no,no,5,27600,yes
2019,900164,marketing,middle,low,2,no,no,5,31200,no
2020,201897,marketing,senior,medium,10,no,no,5,48000,no
2021,367864,sales,middle,high,4,no,no,1,50400,no
2022,192770,sales,junior,medium,1,no,no,4,28800,no
2023,365585,purchasing,middle,high,5,no,no,3,58800,no
2024,381737,sales,middle,low,1,no,no,4,28800,no
2025,541545,purchasing,middle,medium,9,no,no,2,43200,no
2026,327546,technology,middle,medium,6,no,yes,3,44400,no
2027,492556,purchasing,junior,medium,1,no,no,4,21600,yes
2028,449796,sales,junior,medium,1,no,no,3,26400,yes
2029,415759,technology,junior,high,2,no,no,3,46800,yes
2030,955427,technology,junior,medium,1,no,no,3,33600,no
2031,814082,sales,junior,low,1,no,yes,3,14400,yes
2032,188067,hr,middle,low,3,no,yes,4,30000,yes
2033,570757,sales,senior,high,3,no,no,3,75600,no
2034,423894,sales,middle,medium,5,no,no,5,38400,no
2035,245083,purchasing,middle,medium,5,yes,no,3,32400,no
2036,564396,technology,middle,low,5,no,no,5,33600,no
2037,310176,technology,junior,medium,3,no,no,4,31200,no
2038,580164,sales,junior,high,1,no,no,5,37200,no
2039,926325,purchasing,junior,medium,1,no,no,4,22800,yes
2040,556225,technology,junior,medium,2,no,no,4,31200,no
2041,912900,sales,junior,low,1,no,no,3,18000,yes
2042,435062,technology,middle,low,7,no,no,5,22800,no
2043,879772,hr,middle,high,6,no,no,3,55200,no
2044,844521,hr,middle,medium,6,no,no,4,40800,no
2045,550254,hr,junior,low,2,no,no,3,19200,yes
2046,926940,sales,senior,high,7,no,no,4,64800,no
2047,692845,sales,middle,low,5,no,no,3,22800,no
2048,864403,hr,junior,medium,1,no,no,4,22800,yes
2049,592197,technology,middle,low,1,no,no,3,27600,yes
2050,638362,sales,middle,high,3,no,no,5,48000,yes
2051,799432,purchasing,junior,medium,5,no,no,5,21600,yes
2052,683997,sales,junior,medium,1,no,no,4,24000,no
2053,973311,technology,middle,medium,6,no,no,4,50400,no
2054,241152,sales,junior,medium,2,no,no,4,27600,no
2055,914054,technology,junior,low,1,no,no,3,21600,yes
2056,511512,marketing,junior,medium,1,no,no,3,30000,yes
2057,972277,sales,middle,high,7,no,no,4,48000,yes
2058,728526,sales,junior,medium,3,no,no,5,21600,no
2059,923783,sales,junior,medium,2,no,yes,4,27600,no
2060,397451,purchasing,middle,medium,4,no,no,2,37200,no
2061,274183,sales,junior,low,2,no,yes,4,12000,yes
2062,585510,sales,junior,low,3,no,no,4,18000,no
2063,496275,technology,senior,high,10,no,no,4,80400,no
2064,438606,sales,middle,high,5,no,no,3,46800,no
2065,881564,sales,junior,low,3,no,no,4,18000,no
2066,784706,sales,junior,low,5,no,no,5,18000,no
2067,271907,purchasing,junior,low,2,no,no,4,15600,no
2068,836601,hr,senior,low,10,no,no,2,25200,no
2069,266425,sales,junior,low,1,no,yes,3,12000,yes
2070,726933,purchasing,middle,high,5,no,yes,1,51600,no
2071,919649,sales,junior,medium,3,no,no,4,21600,no
2072,294317,technology,junior,high,3,no,yes,4,48000,yes
2073,684032,marketing,junior,medium,1,no,no,3,22800,yes
2074,224457,technology,junior,medium,2,no,no,4,26400,no
2075,599441,sales,junior,low,3,no,no,3,18000,yes
2076,627554,sales,middle,medium,5,no,no,3,43200,no
2077,894796,marketing,junior,medium,2,no,no,3,30000,no
2078,503380,technology,junior,medium,5,no,no,3,30000,no
2079,356547,sales,junior,low,2,no,no,4,15600,no
2080,560250,technology,middle,high,4,no,no,2,66000,no
2081,298111,technology,middle,low,3,no,no,1,32400,yes
2082,697117,purchasing,middle,medium,7,no,yes,4,39600,no
2083,590753,marketing,junior,medium,3,no,yes,3,24000,yes
2084,715343,hr,middle,low,5,no,no,5,20400,no
2085,651445,purchasing,middle,low,4,no,no,3,19200,yes
2086,535797,purchasing,junior,low,2,no,yes,2,19200,yes
2087,950993,hr,middle,high,5,no,no,5,57600,no
2088,917029,technology,junior,medium,1,no,no,4,31200,no
2089,466914,sales,middle,medium,5,no,no,3,42000,no
2090,839298,hr,junior,high,2,no,no,4,40800,no
2091,698012,sales,junior,medium,2,no,no,5,21600,no
2092,498294,sales,middle,medium,3,no,no,3,40800,no
2093,335745,marketing,middle,medium,4,no,no,4,40800,no
2094,543882,marketing,senior,low,3,no,no,3,26400,yes
2095,589234,purchasing,junior,medium,2,no,no,4,28800,no
2096,745279,technology,middle,low,8,no,no,1,32400,no
2097,936475,technology,junior,medium,4,no,no,4,31200,no
2098,559233,technology,middle,medium,7,no,no,4,39600,no
2099,872553,marketing,junior,medium,1,no,yes,3,24000,yes
2100,972832,sales,middle,high,7,no,no,4,48000,no
2101,111247,purchasing,junior,low,2,no,no,4,19200,no
2102,876540,hr,senior,high,5,no,no,5,75600,no
2103,455931,purchasing,junior,medium,1,no,no,4,28800,no
2104,325223,marketing,senior,high,6,no,no,4,75600,no
2105,170187,sales,junior,medium,2,no,yes,2,20400,yes
2106,577562,technology,junior,medium,1,no,no,4,26400,yes
2107,346926,marketing,senior,high,9,no,no,3,79200,no
2108,739787,technology,junior,low,1,no,no,3,22800,yes
2109,123314,sales,middle,medium,9,no,no,2,42000,no
2110,120622,technology,junior,medium,1,no,no,3,26400,yes
2111,831800,marketing,middle,medium,6,no,yes,4,37200,no
2112,836552,marketing,junior,medium,1,no,yes,3,30000,yes
2113,148121,technology,junior,medium,2,no,no,2,30000,yes
2114,192910,marketing,junior,medium,1,no,no,5,27600,no
2115,424921,marketing,junior,low,2,no,no,4,20400,no
2116,256794,sales,junior,low,3,no,no,4,15600,no
2117,706009,hr,junior,medium,4,no,yes,4,30000,no
2118,284064,hr,senior,medium,10,no,no,5,62400,no
2119,333298,hr,middle,low,2,no,no,5,30000,no
2120,999915,hr,middle,low,5,no,no,3,20400,no
2121,701301,hr,junior,medium,3,no,no,2,21600,yes
2122,699707,technology,junior,medium,1,no,no,3,30000,yes
2123,593910,technology,middle,medium,5,no,no,5,51600,no
2124,796122,hr,junior,medium,1,no,no,4,27600,no
2125,507738,marketing,middle,high,6,no,no,2,50400,no
2126,212338,purchasing,middle,high,4,no,yes,1,56400,no
2127,990145,sales,junior,low,1,no,no,5,18000,yes
2128,460982,purchasing,middle,medium,4,no,yes,3,33600,no
2129,492474,purchasing,senior,high,8,no,no,4,67200,no
2130,152091,hr,middle,medium,5,no,no,2,44400,no
2131,533655,sales,middle,medium,6,no,no,4,38400,no
2132,336733,sales,middle,medium,4,no,no,4,43200,no
2133,593372,marketing,middle,medium,6,no,no,3,36000,no
2134,875460,technology,junior,medium,1,no,no,4,31200,no
2135,427391,sales,junior,medium,3,no,no,1,20400,yes
2136,692180,sales,senior,low,6,no,no,5,38400,no
2137,945314,sales,middle,low,5,no,yes,2,27600,no
2138,785722,marketing,junior,medium,1,no,no,2,22800,yes
2139,676647,sales,middle,low,3,no,no,2,22800,yes
2140,576600,sales,middle,medium,4,no,no,5,33600,no
2141,668929,purchasing,junior,medium,3,no,no,1,21600,yes
2142,516172,purchasing,middle,medium,7,no,no,3,32400,no
2143,580472,technology,junior,low,1,no,no,3,19200,yes
2144,781244,hr,middle,medium,8,no,yes,3,44400,no
2145,937592,marketing,middle,medium,2,yes,no,4,46800,no
2146,517180,hr,middle,low,7,no,no,2,24000,no
2147,889292,technology,junior,low,2,no,no,4,19200,no
2148,870743,sales,middle,high,7,no,no,5,48000,no
2149,796350,technology,junior,medium,1,no,no,4,27600,no
2150,780798,purchasing,middle,medium,8,no,no,4,34800,no
2151,468328,sales,junior,high,2,no,no,5,31200,yes
2152,534356,sales,middle,medium,6,no,no,4,44400,no
2153,775247,purchasing,middle,low,5,no,no,5,28800,no
2154,789702,sales,middle,high,2,yes,no,4,54000,no
2155,361397,technology,junior,low,2,no,yes,3,15600,yes
2156,369819,marketing,middle,medium,3,no,no,4,46800,no
2157,749381,sales,middle,medium,6,no,no,4,33600,no
2158,879368,marketing,middle,medium,4,yes,no,3,36000,no
2159,692102,technology,middle,high,5,no,no,4,69600,no
2160,252524,sales,junior,medium,1,no,no,4,21600,no
2161,572092,purchasing,middle,low,3,no,no,5,25200,no
2162,912802,marketing,junior,low,1,no,yes,4,20400,yes
2163,938581,sales,middle,low,6,no,no,2,22800,no
2164,552275,marketing,junior,medium,1,no,no,3,31200,yes
2165,310572,sales,junior,high,1,no,no,5,33600,no
2166,700787,marketing,middle,high,1,no,no,3,60000,no
2167,387696,technology,junior,low,5,no,no,4,22800,no
2168,699893,marketing,middle,high,9,no,no,5,51600,no
2169,833646,technology,junior,medium,5,no,no,3,30000,no
2170,643217,sales,middle,high,9,no,no,4,48000,no
2171,949382,sales,junior,medium,1,no,no,3,21600,yes
2172,865778,purchasing,middle,high,7,no,no,3,46800,no
2173,844805,purchasing,junior,low,2,no,no,4,15600,no
2174,778565,technology,middle,medium,2,no,no,3,38400,no
2175,368897,purchasing,senior,low,8,no,no,1,31200,no
2176,754769,purchasing,junior,medium,2,no,yes,3,25200,yes
2177,652133,hr,junior,medium,3,no,no,3,28800,yes
2178,453113,sales,junior,medium,4,no,no,4,27600,no
2179,667822,sales,middle,high,2,no,no,4,54000,no
2180,211527,sales,middle,medium,7,no,no,4,38400,no
2181,204726,technology,junior,medium,1,no,no,4,34800,no
2182,748570,technology,middle,low,5,no,no,2,21600,no
2183,370044,purchasing,middle,low,6,no,no,4,19200,no
2184,835868,technology,middle,low,7,no,no,4,22800,no
2185,560978,hr,junior,medium,4,no,yes,3,22800,no
2186,487932,hr,middle,low,2,no,no,3,24000,yes
2187,976565,technology,middle,low,3,no,no,4,34800,no
2188,157974,sales,middle,medium,9,no,no,4,38400,no
2189,111573,technology,middle,high,7,no,yes,5,64800,no
2190,637069,sales,middle,high,6,no,no,4,48000,no
2191,538711,sales,junior,medium,2,no,no,4,28800,no
2192,847715,technology,middle,medium,4,no,no,4,45600,no
2193,359898,technology,junior,medium,1,no,no,3,26400,yes
2194,998517,purchasing,middle,low,5,no,no,3,19200,no
2195,206581,sales,middle,medium,9,no,yes,3,32400,no
2196,930631,technology,middle,high,6,no,yes,3,54000,no
2197,132087,sales,junior,low,2,no,yes,2,12000,yes
2198,126365,technology,middle,medium,7,no,no,4,50400,no
2199,636960,sales,junior,medium,2,no,no,2,26400,no
2200,809185,technology,middle,low,7,no,yes,3,21600,no
2201,788571,sales,junior,low,1,no,yes,3,14400,yes
2202,837769,sales,junior,medium,1,no,yes,4,24000,yes
2203,923282,sales,junior,medium,1,no,no,5,28800,no
2204,747752,technology,junior,medium,2,no,no,1,26400,yes
2205,854743,marketing,senior,medium,9,no,no,3,48000,no
2206,102844,sales,junior,medium,1,no,no,3,27600,yes
2207,927755,technology,middle,medium,7,no,no,4,45600,no
2208,789566,sales,senior,high,9,no,yes,4,66000,no
2209,230030,marketing,junior,medium,2,no,no,4,31200,no
2210,804263,hr,junior,medium,2,no,no,5,24000,no
2211,415266,sales,junior,low,1,no,no,5,19200,yes
2212,645780,hr,junior,medium,2,no,no,4,30000,no
2213,898738,sales,middle,low,4,no,no,3,27600,no
2214,549583,marketing,junior,low,3,no,no,5,14400,yes
2215,435874,sales,junior,medium,3,no,yes,2,20400,yes
2216,132215,purchasing,middle,medium,7,no,no,4,33600,no
2217,679765,sales,senior,medium,2,no,no,4,57600,no
2218,305605,technology,middle,high,5,no,no,3,56400,no
2219,399958,sales,middle,medium,4,no,no,5,33600,no
2220,831619,sales,middle,high,3,no,no,4,57600,no
2221,685062,marketing,middle,high,5,no,no,5,58800,no
2222,473265,purchasing,senior,high,4,no,no,3,79200,no
2223,259125,technology,middle,high,5,no,no,4,57600,no
2224,918828,technology,senior,medium,8,no,no,4,56400,no
2225,676623,sales,junior,low,3,no,no,2,14400,no
2226,869267,sales,middle,medium,6,no,no,4,44400,no
2227,988004,technology,middle,high,1,no,yes,2,61200,no
2228,653679,technology,junior,high,1,no,no,4,43200,yes
2229,452708,sales,junior,high,3,no,no,3,36000,yes
2230,878161,sales,senior,medium,9,no,no,4,58800,no
2231,108631,marketing,middle,high,3,no,no,4,56400,no
2232,782418,purchasing,middle,low,2,no,no,4,24000,no
2233,884059,sales,junior,low,1,no,no,3,12000,yes
2234,483748,marketing,junior,low,2,no,no,3,13200,yes
2235,821372,technology,junior,medium,4,no,no,4,36000,no
2236,380374,sales,middle,medium,6,no,no,4,43200,no
2237,489023,sales,junior,low,3,no,no,5,19200,no
2238,822853,purchasing,junior,medium,3,no,yes,4,25200,no
2239,894523,technology,junior,medium,1,no,yes,3,30000,yes
2240,108294,purchasing,middle,low,6,no,yes,3,18000,no
2241,114676,marketing,middle,low,4,no,yes,3,25200,no
2242,591974,hr,middle,medium,5,no,yes,4,40800,no
2243,885163,hr,junior,medium,3,no,no,4,24000,no
2244,702333,sales,junior,high,1,no,yes,2,30000,yes
2245,997247,sales,middle,low,6,no,yes,3,27600,no
2246,180094,technology,senior,high,6,yes,no,4,80400,no
2247,109269,marketing,junior,low,1,no,yes,3,13200,yes
2248,522136,technology,junior,low,1,no,no,1,18000,yes
2249,827894,technology,middle,medium,4,no,no,5,39600,no
2250,238757,purchasing,junior,low,3,no,no,4,15600,no
2251,120493,purchasing,middle,high,6,yes,no,5,56400,no
2252,566112,technology,senior,high,2,no,no,4,94800,no
2253,426609,purchasing,middle,low,6,no,no,3,22800,no
2254,565927,sales,junior,low,1,no,no,4,12000,no
2255,826263,technology,middle,low,5,no,no,4,22800,no
2256,764799,technology,junior,medium,1,no,no,4,31200,no
2257,603470,purchasing,middle,medium,10,no,no,2,42000,no
2258,160304,sales,middle,low,2,no,no,4,24000,no
2259,896592,purchasing,middle,medium,2,no,no,3,44400,no
2260,352180,sales,junior,medium,2,no,no,4,28800,no
2261,594822,hr,junior,medium,1,no,no,4,26400,yes
2262,278380,sales,junior,high,1,no,no,5,38400,no
2263,534491,purchasing,junior,low,3,no,yes,3,12000,yes
2264,314977,technology,middle,medium,4,no,no,5,40800,no
2265,887191,sales,junior,medium,4,no,yes,3,26400,no
2266,282515,technology,junior,low,3,no,no,4,19200,no
2267,661128,marketing,middle,medium,6,no,no,4,42000,no
2268,648054,sales,junior,medium,1,no,no,5,21600,no
2269,122401,hr,middle,medium,7,no,no,4,40800,no
2270,110346,marketing,middle,low,7,no,no,5,25200,no
2271,173956,purchasing,middle,high,6,no,no,2,57600,yes
2272,924726,hr,junior,medium,2,no,no,4,22800,no
2273,745716,sales,middle,high,7,no,no,4,52800,no
2274,512466,marketing,junior,high,1,no,no,3,40800,yes
2275,911343,marketing,junior,medium,1,no,no,3,26400,yes
2276,345688,sales,middle,medium,4,no,no,3,31200,no
2277,951781,sales,middle,low,4,no,no,4,19200,no
2278,804277,sales,middle,medium,3,no,no,4,38400,no
2279,452288,technology,middle,medium,7,no,no,2,49200,no
2280,351475,sales,junior,low,3,no,yes,3,18000,yes
2281,679424,purchasing,junior,medium,1,no,no,1,25200,yes
2282,537756,hr,senior,high,10,no,no,4,75600,no
2283,559396,hr,middle,low,1,no,no,1,24000,yes
2284,698176,sales,middle,low,4,no,no,4,24000,yes
2285,335070,technology,junior,low,3,no,no,2,22800,yes
2286,773931,purchasing,senior,high,8,no,yes,1,70800,no
2287,337137,marketing,middle,medium,7,no,no,5,48000,no
2288,758734,technology,junior,low,1,no,no,3,19200,no
2289,658318,marketing,junior,medium,2,no,no,4,27600,no
2290,961282,sales,middle,high,7,no,no,1,50400,no
2291,918133,marketing,middle,high,2,no,yes,3,62400,no
2292,401833,hr,middle,medium,7,no,no,4,40800,no
2293,863709,marketing,junior,medium,2,no,no,4,31200,no
2294,782750,sales,junior,medium,1,no,no,4,25200,no
2295,166786,marketing,junior,medium,2,no,no,4,27600,no
2296,928898,marketing,senior,high,9,no,no,4,69600,no
2297,170547,technology,senior,medium,7,no,no,4,56400,no
2298,533935,technology,middle,high,3,no,no,3,66000,no
2299,629062,technology,junior,medium,2,no,no,3,26400,yes
2300,983167,hr,senior,high,4,no,yes,4,67200,no
2301,186221,hr,junior,medium,1,no,no,4,30000,no
2302,628078,technology,junior,medium,5,no,no,3,31200,no
2303,902841,purchasing,senior,medium,8,no,no,3,46800,no
2304,582758,sales,junior,low,1,no,no,5,12000,yes
2305,765978,sales,junior,low,2,no,no,5,18000,no
2306,733223,purchasing,middle,high,7,no,yes,3,57600,no
2307,841048,sales,senior,high,10,no,no,4,66000,no
2308,808249,marketing,middle,medium,5,no,yes,4,37200,no
2309,147370,purchasing,middle,low,2,no,no,2,22800,yes
2310,564769,technology,junior,low,1,no,no,4,15600,yes
2311,342563,technology,junior,medium,1,no,no,4,34800,no
2312,285810,sales,middle,medium,3,no,no,5,38400,no
2313,722681,marketing,junior,low,2,no,no,5,14400,yes
2314,221695,sales,junior,high,2,no,no,4,34800,no
2315,975857,marketing,middle,high,7,no,no,4,62400,no
2316,877289,technology,junior,medium,2,no,no,4,34800,no
2317,677109,technology,junior,medium,1,no,no,4,31200,no
2318,419684,marketing,middle,medium,5,no,yes,3,40800,no
2319,102951,purchasing,middle,low,3,no,no,5,20400,no
2320,442339,technology,junior,low,2,no,no,4,19200,yes
2321,510374,purchasing,middle,medium,5,no,no,4,39600,no
2322,884925,hr,junior,medium,2,no,no,3,28800,no
2323,202774,hr,middle,high,9,no,no,3,58800,no
2324,329168,sales,middle,low,5,no,no,3,24000,no
2325,257097,purchasing,junior,medium,3,no,no,4,26400,no
2326,713409,purchasing,middle,low,3,no,no,3,28800,yes
2327,490120,technology,junior,low,3,no,no,4,19200,no
2328,846590,hr,junior,low,1,no,no,2,19200,yes
2329,847809,technology,senior,low,10,no,no,4,31200,no
2330,530713,sales,senior,medium,7,yes,no,3,44400,no
2331,376938,sales,middle,low,5,no,no,4,24000,no
2332,909834,technology,junior,low,3,no,no,4,22800,yes
2333,340461,technology,junior,low,1,no,no,5,24000,no
2334,962937,technology,middle,low,3,no,no,1,32400,yes
2335,835172,technology,junior,low,1,no,yes,2,14400,yes
2336,459398,marketing,middle,medium,9,no,no,4,40800,no
2337,303437,purchasing,junior,medium,3,no,no,4,26400,no
2338,384808,sales,junior,medium,2,no,no,3,27600,no
2339,651390,technology,junior,low,1,no,no,2,18000,yes
2340,360216,technology,junior,medium,1,no,no,1,30000,no
2341,855832,technology,senior,medium,10,no,yes,3,55200,no
2342,752475,sales,junior,medium,5,no,no,5,28800,no
2343,820512,technology,middle,high,4,no,no,3,55200,no
2344,685541,technology,senior,medium,3,no,no,2,54000,no
2345,441351,hr,middle,medium,6,no,no,4,39600,no
2346,160198,technology,middle,low,6,no,no,3,22800,no
2347,613883,sales,junior,medium,1,no,no,3,25200,no
2348,816965,purchasing,junior,low,1,no,no,4,15600,no
2349,159757,marketing,middle,medium,4,no,no,4,37200,no
2350,387758,marketing,junior,low,2,no,no,4,18000,no
2351,907458,marketing,middle,high,8,no,no,4,62400,no
2352,147311,hr,junior,medium,1,no,no,2,25200,yes
2353,705389,hr,middle,high,8,no,no,4,61200,no
2354,564493,sales,middle,medium,6,no,no,5,34800,no
2355,179599,sales,junior,medium,2,no,no,4,21600,no
2356,291627,hr,middle,medium,2,no,no,2,39600,no
2357,796615,purchasing,middle,medium,7,no,no,5,45600,no
2358,247880,technology,junior,medium,2,no,no,4,36000,no
2359,178204,sales,middle,high,1,no,yes,3,46800,yes
2360,282856,sales,junior,low,1,no,no,4,19200,yes
2361,314118,hr,junior,low,4,no,yes,4,20400,no
2362,431525,marketing,middle,high,7,no,no,4,57600,no
2363,505420,technology,junior,medium,1,no,no,2,25200,yes
2364,129026,sales,middle,high,7,no,no,3,55200,no
2365,468427,sales,junior,medium,2,no,no,4,25200,no
2366,418108,sales,junior,medium,2,no,no,4,21600,no
2367,806886,sales,junior,medium,3,no,no,5,25200,no
2368,623401,sales,junior,medium,5,no,yes,3,27600,no
2369,755131,sales,senior,medium,6,no,no,5,46800,yes
2370,276585,marketing,senior,medium,10,no,no,5,55200,no
2371,222961,sales,senior,medium,10,yes,no,4,51600,no
2372,148561,purchasing,junior,medium,2,no,no,4,28800,no
2373,629045,marketing,middle,low,7,no,no,3,24000,no
2374,893812,sales,junior,medium,2,no,no,3,27600,no
2375,573345,sales,middle,high,4,no,yes,1,50400,no
2376,772293,technology,junior,medium,2,no,no,4,36000,no
2377,359629,marketing,middle,low,10,no,no,4,31200,no
2378,209200,technology,middle,low,6,no,no,5,28800,no
2379,596780,marketing,junior,medium,1,no,no,4,31200,no
2380,514150,technology,junior,medium,2,no,no,5,36000,no
2381,559628,marketing,junior,medium,3,no,no,3,24000,yes
2382,644853,sales,middle,medium,7,no,no,3,40800,no
2383,921940,sales,junior,medium,2,no,no,3,26400,yes
2384,638196,marketing,middle,medium,6,no,no,5,37200,no
2385,659735,sales,junior,low,4,no,no,1,14400,yes
2386,811910,sales,middle,high,3,no,no,4,52800,no
2387,557165,sales,middle,medium,5,no,no,3,38400,no
2388,697542,technology,middle,high,7,no,no,3,67200,no
2389,524087,purchasing,junior,medium,2,no,no,3,22800,yes
2390,462984,marketing,middle,medium,9,no,no,3,34800,no
2391,745507,sales,middle,low,7,no,no,3,27600,no
2392,537394,hr,junior,medium,1,no,no,3,28800,yes
2393,741237,marketing,junior,low,2,no,no,3,13200,yes
2394,347519,purchasing,junior,low,2,no,no,4,12000,no
2395,385476,technology,senior,high,9,yes,no,4,80400,no
2396,296140,purchasing,middle,medium,3,no,no,3,42000,no
2397,854296,sales,junior,high,1,no,no,3,33600,yes
2398,670713,technology,junior,high,4,no,no,4,43200,no
2399,813685,hr,middle,medium,3,no,no,5,45600,no
2400,292834,marketing,junior,medium,2,no,no,4,27600,no
2401,837086,purchasing,middle,low,5,no,no,4,24000,no
2402,458643,technology,junior,high,1,no,no,4,43200,yes
2403,476777,purchasing,senior,medium,5,no,no,5,62400,no
2404,813849,hr,junior,medium,1,no,no,4,30000,no
2405,848485,sales,junior,medium,3,no,no,4,25200,no
2406,750148,sales,middle,medium,5,no,no,2,36000,no
2407,483363,sales,middle,low,10,no,no,4,28800,no
2408,304123,purchasing,middle,low,4,no,yes,1,22800,no
2409,977325,marketing,junior,low,1,no,yes,3,20400,yes
2410,619458,purchasing,junior,medium,4,no,no,4,21600,no
2411,541707,sales,junior,medium,1,no,no,4,21600,no
2412,695023,sales,junior,medium,3,no,no,4,21600,no
2413,685790,purchasing,junior,low,3,no,no,4,15600,no
2414,473391,hr,junior,low,4,no,no,3,13200,yes
2415,176288,marketing,junior,medium,1,no,yes,4,27600,yes
2416,213718,sales,middle,low,6,no,yes,4,24000,yes
2417,184222,marketing,junior,low,2,no,no,4,16800,no
2418,423890,technology,middle,medium,6,no,no,3,51600,no
2419,430297,purchasing,junior,low,1,no,no,3,12000,yes
2420,993467,sales,middle,high,7,no,no,5,57600,no
2421,161811,hr,junior,low,1,no,no,3,19200,yes
2422,873574,sales,middle,high,3,no,no,4,48000,yes
2423,768958,marketing,junior,low,1,no,no,5,14400,yes
2424,427506,purchasing,senior,high,7,no,no,3,69600,no
2425,635165,sales,junior,medium,2,no,yes,3,26400,yes
2426,169933,hr,senior,medium,2,no,no,4,61200,no
2427,422786,technology,middle,medium,7,no,no,4,45600,no
2428,724020,hr,middle,high,3,no,yes,3,50400,no
